Ano,Trimestre,Categoria,Tipo,CNPJ,Instituição financeira,Índice,Quantidade de reclamações reguladas procedentes,Quantidade de reclamações reguladas - outras,Quantidade de reclamações não reguladas,Quantidade total de reclamações,Quantidade total de clientes CCS e SCR,Quantidade de clientes CCS,Quantidade de clientes SCR
2021,2º,Demais bancos e financeiras,Banco/financeira,411939,"FINAMAX S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO", ,0,2,4,6,85499,1689,83865
2021,2º,Demais bancos e financeiras,Conglomerado, ,GAZIN (conglomerado), ,0,0,1,1,35777,292,35512
2021,2º,Demais bancos e financeiras,Conglomerado, ,GENIAL (conglomerado), ,16,4,3,23,106974,106969,39
2021,2º,Demais bancos e financeiras,Conglomerado, ,GM (conglomerado), ,8,19,14,41,297112,470,296722
2021,2º,Demais bancos e financeiras,Conglomerado, ,GRUPO BONSUCESSO - BS2 (conglomerado),"155,90",132,170,75,377,846668,841035,16924
2021,2º,Demais bancos e financeiras,Conglomerado, ,GRUPO ZEMA (conglomerado), ,1,3,3,7,445945,574,445387
2021,2º,Demais bancos e financeiras,Conglomerado, ,HERVAL - HS (conglomerado), ,5,3,5,13,219304,21827,201401
2021,2º,Demais bancos e financeiras,Conglomerado, ,HONDA (conglomerado), ,6,5,9,20,436893,97,436869
2021,2º,Demais bancos e financeiras,Conglomerado, ,INDUSTRIAL DO BRASIL (conglomerado), ,13,12,4,29,64088,4461,60409
2021,2º,Top 10 - Bancos e Financeiras,Conglomerado, ,INTER (conglomerado),"66,79",766,652,368,1786,11467628,11343042,1758019
2021,2º,Top 10 - Bancos e Financeiras,Conglomerado, ,ITAU (conglomerado),"17,59",1508,3312,1707,6527,85710724,67286470,49517795
2021,2º,Demais bancos e financeiras,Banco/financeira,4230630,"JBCRED S.A. SOCIEDADE DE CREDITO, FINANCIAMENTO E INVESTIMENTO", ,2,4,8,14,51049, ,51049
2021,2º,Demais bancos e financeiras,Banco/financeira,11271860,"LEBES FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO", ,2,0,0,2,248335,4,248331
2021,2º,Demais bancos e financeiras,Conglomerado, ,LECCA (conglomerado), ,2,0,1,3,26488,382,26107
2021,2º,Demais bancos e financeiras,Banco/financeira,7747410,M PAGAMENTOS S.A. - CRÉDITO FINANCIAMENTO E INVESTIMENTO, ,3,0,4,7,565126, ,565126
2021,2º,Demais bancos e financeiras,Conglomerado, ,MASTER (conglomerado),"811,55",80,69,19,168,98576,4627,94106
2021,2º,Demais bancos e financeiras,Conglomerado, ,MERCADO CRÉDITO (conglomerado), ,0,0,1,1,24423, ,24423
2021,2º,Demais bancos e financeiras,Conglomerado, ,MERCANTIL DO BRASIL (conglomerado),"136,69",506,120,89,715,3701652,3094835,1793853
2021,2º,Demais bancos e financeiras,Conglomerado, ,MERCEDES-BENZ (conglomerado), ,0,0,6,6,20275,298,20052
2021,2º,Top 10 - Bancos e Financeiras,Banco/financeira,9464032,"MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO","2,45",26,78,57,161,10604729,15784,10597182
2021,2º,Demais bancos e financeiras,Conglomerado, ,MODAL (conglomerado), ,6,37,24,67,1153324,1153187,26671
2021,2º,Demais bancos e financeiras,Banco/financeira,4379829,"NEGRESCO S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTOS", ,0,2,1,3,427479,675,426804
2021,2º,Demais bancos e financeiras,Banco/financeira,74828799,NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO, ,13,51,0,64,94773,3107,92103
2021,2º,Top 10 - Bancos e Financeiras,Conglomerado, ,NUBANK (conglomerado),,0,12,13,25,17916854,16551605,2682699
2021,2º,Demais bancos e financeiras,Conglomerado, ,OMNI (conglomerado), ,21,60,58,139,4908486,146058,4773941
2021,2º,Demais bancos e financeiras,Conglomerado, ,ORIGINAL (conglomerado),"67,64",320,350,286,956,4730387,4021930,1350520
2021,2º,Demais bancos e financeiras,Conglomerado, ,PAGBANK-PAGSEGURO (conglomerado), ,7,6,0,13,3013459,3008456,5432
2021,2º,Demais bancos e financeiras,Conglomerado, ,PARANÁ BANCO (conglomerado),"181,00",88,252,46,386,486166,9815,476614
2021,2º,Demais bancos e financeiras,Banco/financeira,3311443,"PARATI - CREDITO, FINANCIAMENTO E INVESTIMENTO S.A.", ,28,9,2,39,1616, ,1616
2021,2º,Demais bancos e financeiras,Banco/financeira,43180355,"PEFISA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO","17,46",115,50,27,192,6583040,6167980,2911088
2021,2º,Demais bancos e financeiras,Conglomerado, ,PINE (conglomerado), ,0,0,2,2,13502,10883,3284
2021,2º,Demais bancos e financeiras,Conglomerado, ,PORTO SEGURO (conglomerado),"20,57",59,96,49,204,2867211, ,2867211
2021,2º,Demais bancos e financeiras,Banco/financeira,1800019,"PORTOCRED S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO", ,29,39,17,85,226210,3382,222831
2021,2º,Demais bancos e financeiras,Banco/financeira,27351731,"REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.", ,26,49,28,103,4814788,48,4814765
2021,2º,Demais bancos e financeiras,Conglomerado, ,RENDIMENTO (conglomerado), ,3,13,0,16,25046,21084,6538
2021,2º,Demais bancos e financeiras,Conglomerado, ,RODOBENS (conglomerado), ,1,1,3,5,14012,1661,12750
2021,2º,Demais bancos e financeiras,Conglomerado, ,SAFRA (conglomerado),"188,09",639,832,436,1907,3397199,1684220,1967050
2021,2º,Demais bancos e financeiras,Banco/financeira,5503849,"SANTANA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO", ,0,2,2,4,29406,1253,28155
2021,2º,Top 10 - Bancos e Financeiras,Conglomerado, ,SANTANDER (conglomerado),"28,88",1514,3182,2032,6728,52415407,43972399,26478061
2021,2º,Demais bancos e financeiras,Conglomerado, ,SICREDI (conglomerado), ,0,0,4,4,5841394,5821054,180304
2021,2º,Demais bancos e financeiras,Conglomerado, ,SIMPALA (conglomerado), ,1,0,0,1,2271,20,2251
2021,2º,Demais bancos e financeiras,Conglomerado, ,SINOSSERRA (conglomerado), ,1,0,0,1,9729,99,9636
2021,2º,Demais bancos e financeiras,Conglomerado, ,SOCIETE GENERALE (conglomerado), ,0,1,0,1,670,552,161
2021,2º,Demais bancos e financeiras,Banco/financeira,3881423,"SOCINAL S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO", ,1,5,9,15,1992,467,1525
2021,2º,Demais bancos e financeiras,Conglomerado, ,SOFISA (conglomerado),"119,21",41,9,20,70,343924,334626,16236
2021,2º,Demais bancos e financeiras,Conglomerado, ,SOROCRED (conglomerado), ,7,28,23,58,602379,1090,601342
2021,2º,Demais bancos e financeiras,Banco/financeira,5192316,"VIA CERTA FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTOS", ,1,3,2,6,407511,1010,406505
2021,2º,Demais bancos e financeiras,Conglomerado, ,VOITER (conglomerado), ,0,3,1,4,5810,5261,840
2021,2º,Demais bancos e financeiras,Conglomerado, ,VOLKSWAGEN (conglomerado),"95,31",35,22,55,112,367195,945,366420
2021,2º,Demais bancos e financeiras,Conglomerado, ,VOLVO (conglomerado), ,0,0,2,2,7220,92,7169
2021,2º,Top 10 - Bancos e Financeiras,Conglomerado, ,VOTORANTIM (conglomerado),"4,64",78,394,277,749,16774345,13340345,4830730
2021,2º,Demais bancos e financeiras,Conglomerado, ,VR (conglomerado), ,1,0,0,1,70,53,18
2021,2º,Demais bancos e financeiras,Conglomerado, ,WESTERN UNION (conglomerado), ,1,3,0,4,1,1, 
2021,2º,Demais bancos e financeiras,Banco/financeira,23862762,"WILL FINANCEIRA S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO","26,70",46,9,16,71,1722341,1721730,406890
2021,2º,Demais bancos e financeiras,Conglomerado, ,XP (conglomerado), ,11,2,8,21, , , 
2021,2º,Demais bancos e financeiras,Conglomerado, ,YAMAHA MOTOR (conglomerado), ,4,4,7,15,204014,77,203946
2021,3º,Demais bancos e financeiras,Conglomerado, ,ABC-BRASIL (conglomerado), ,1,2,1,4,29707,28217,4009
2021,3º,Demais bancos e financeiras,Conglomerado, ,AGIBANK (conglomerado),"82,54",109,296,107,512,1320447,999951,873341
2021,3º,Demais bancos e financeiras,Banco/financeira,36321990,"AGORACRED S/A SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO", ,3,1,2,6,453405,130,453275
2021,3º,Demais bancos e financeiras,Banco/financeira,27214112,"AL5 S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO", ,4,0,6,10,18217,9981,11683
2021,3º,Demais bancos e financeiras,Conglomerado, ,ALFA (conglomerado), ,13,61,11,85,420486,268221,153423
2021,3º,Demais bancos e financeiras,Conglomerado, ,ANDBANK (conglomerado), ,0,3,3,6,4369,4369,48
2021,3º,Demais bancos e financeiras,Banco/financeira,3532415,BANCO ABN AMRO S.A., ,0,0,1,1,41,41,1
2021,3º,Demais bancos e financeiras,Banco/financeira,54403563,BANCO ARBI S.A., ,1,9,1,11,28673,20319,8520
2021,3º,Demais bancos e financeiras,Banco/financeira,33132044,BANCO CEDULA S.A., ,0,1,0,1,18022,2815,15434
2021,3º,Demais bancos e financeiras,Banco/financeira,2992446,BANCO CNH INDUSTRIAL CAPITAL S.A., ,0,0,1,1,28309,1234,27347
2021,3º,Demais bancos e financeiras,Banco/financeira,8357240,BANCO CSF S.A.,"14,94",111,89,59,259,7425297, ,7425297
2021,3º,Demais bancos e financeiras,Banco/financeira,4902979,BANCO DA AMAZONIA S.A., ,2,4,8,14,551874,473802,194373
2021,3º,Demais bancos e financeiras,Banco/financeira,10690848,BANCO DA CHINA BRASIL S.A., ,1,0,0,1,481,457,39
2021,3º,Demais bancos e financeiras,Banco/financeira,33042151,BANCO DE LA NACION ARGENTINA, ,0,1,0,1,256,244,21
2021,3º,Demais bancos e financeiras,Banco/financeira,92874270,BANCO DIGIMAIS S.A.,"258,94",102,28,34,164,393906,266246,192853
2021,3º,Demais bancos e financeiras,Banco/financeira,27098060,BANCO DIGIO S.A.,"31,05",58,108,71,237,1867547,1096662,1553737
2021,3º,Demais bancos e financeiras,Banco/financeira,13009717,BANCO DO ESTADO DE SERGIPE S.A., ,10,23,17,50,1082245,831407,621508
2021,3º,Demais bancos e financeiras,Banco/financeira,4913711,BANCO DO ESTADO DO PARÁ S.A.,"42,87",39,23,23,85,909670,786497,405982
2021,3º,Demais bancos e financeiras,Banco/financeira,7237373,BANCO DO NORDESTE DO BRASIL S.A., ,13,23,37,73,8844660,8261233,3268835
2021,3º,Demais bancos e financeiras,Banco/financeira,58616418,BANCO FIBRA S.A., ,0,0,1,1,163670,4092,160152
2021,3º,Demais bancos e financeiras,Banco/financeira,62237425,BANCO FIDIS S/A, ,0,7,4,11,4661,147,4533
2021,3º,Demais bancos e financeiras,Banco/financeira,53518684,BANCO HSBC S.A., ,0,0,2,2,3087,3074,58
2021,3º,Demais bancos e financeiras,Banco/financeira,4866275,BANCO INBURSA S.A., ,5,5,5,15,14726,9,14717
2021,3º,Demais bancos e financeiras,Banco/financeira,78632767,BANCO OURINVEST S.A., ,5,2,0,7,50060,47319,2771
2021,3º,Demais bancos e financeiras,Banco/financeira,61820817,BANCO PAULISTA S.A., ,1,0,2,3,28238,7793,20692
2021,3º,Demais bancos e financeiras,Banco/financeira,795423,BANCO SEMEAR S.A., ,2,2,0,4,270979,3638,267795
2021,3º,Demais bancos e financeiras,Banco/financeira,11970623,BANCO SENFF S.A., ,1,4,1,6,109166,40042,70102
2021,3º,Demais bancos e financeiras,Conglomerado, ,BANCO SICOOB (conglomerado), ,21,26,6,53,5047970,2390217,3240987
2021,3º,Demais bancos e financeiras,Banco/financeira,7679404,BANCO TOPÁZIO S.A., ,4,5,2,11,43686,15291,30304
2021,3º,Demais bancos e financeiras,Banco/financeira,3215790,BANCO TOYOTA DO BRASIL S.A., ,1,4,3,8,155981,15264,141643
2021,3º,Demais bancos e financeiras,Banco/financeira,17351180,BANCO TRIANGULO S.A., ,10,15,6,31,2025332,439855,1847196
2021,3º,Demais bancos e financeiras,Conglomerado, ,BANESTES (conglomerado), ,17,35,21,73,1345235,1295217,477798
2021,3º,Demais bancos e financeiras,Conglomerado, ,BANRISUL (conglomerado),"37,68",190,550,115,855,5041288,3714546,3937433
2021,3º,Demais bancos e financeiras,Conglomerado, ,BARIGUI (conglomerado), ,19,32,21,72,172348,144592,45355
2021,3º,Top 10 - Bancos e Financeiras,Conglomerado, ,BB (conglomerado),"16,79",1180,2361,2288,5829,70259170,65432728,31696455
2021,3º,Demais bancos e financeiras,Banco/financeira,45283173,BBVA BRASIL BANCO DE INVESTIMENTO S.A., ,0,0,1,1,0,0,0
2021,3º,Demais bancos e financeiras,Banco/financeira,11285104,"BIORC FINANCEIRA - CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.", ,0,0,1,1,18321,251,18070
2021,3º,Demais bancos e financeiras,Conglomerado, ,BMG (conglomerado),"106,63",868,1268,262,2398,8140173,4751592,5008921
2021,3º,Demais bancos e financeiras,Conglomerado, ,BMW (conglomerado), ,0,0,1,1,28019,25950,21412
2021,3º,Demais bancos e financeiras,Conglomerado, ,BNP PARIBAS (conglomerado),"125,22",286,493,117,896,2283925,11993,2272412
2021,3º,Demais bancos e financeiras,Conglomerado, ,BOFA MERRILL LYNCH (conglomerado), ,0,1,1,2,4782,4777,107
2021,3º,Top 10 - Bancos e Financeiras,Conglomerado, ,BRADESCO (conglomerado),"36,03",3613,4188,2892,10693,100264792,91440415,43363537
2021,3º,Demais bancos e financeiras,Conglomerado, ,BRB (conglomerado),"50,95",148,197,351,696,2904792,2790333,1380307
2021,3º,Demais bancos e financeiras,Banco/financeira,12865507,"BRK S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO", ,0,0,1,1,6482,715,5970
2021,3º,Top 10 - Bancos e Financeiras,Conglomerado, ,BTG PACTUAL/BANCO PAN (conglomerado),"65,83",1004,1372,685,3061,15250442,9574292,7935699
2021,3º,Top 10 - Bancos e Financeiras,Conglomerado, ,C6 BANK (conglomerado),"149,45",1651,1425,749,3825,11046743,9885015,3341379
2021,3º,Top 10 - Bancos e Financeiras,Conglomerado, ,CAIXA ECONÔMICA FEDERAL (conglomerado),"22,36",3264,4303,4305,11872,145914729,144407266,23490184
2021,3º,Demais bancos e financeiras,Banco/financeira,9313766,"CARUANA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO", ,2,2,3,7,76719,70930,16272
2021,3º,Demais bancos e financeiras,Conglomerado, ,CCB (conglomerado), ,24,122,14,160,205490,3702,202355
2021,3º,Demais bancos e financeiras,Conglomerado, ,CITIBANK (conglomerado), ,1,5,6,12,18294,17394,1809
2021,3º,Demais bancos e financeiras,Conglomerado, ,COLOMBO (conglomerado), ,2,4,0,6,345089,30,345072
2021,3º,Demais bancos e financeiras,Conglomerado, ,CREFISA (conglomerado),"24,02",64,133,57,254,2663580,1577219,1594966
2021,3º,Demais bancos e financeiras,Conglomerado, ,DAYCOVAL (conglomerado),"255,32",332,552,63,947,1300297,160302,1173219
2021,3º,Demais bancos e financeiras,Banco/financeira,15581638,FACTA FINANCEIRA S.A. - CRÉDITO FINANCIAMENTO E INVESTIMENTO,"458,43",131,272,25,428,285752,681,285077
2021,3º,Demais bancos e financeiras,Conglomerado, ,FATOR (conglomerado), ,0,0,1,1,13744,13740,19
2021,3º,Demais bancos e financeiras,Banco/financeira,36583700,"FC FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO", ,1,1,0,2,11153, ,11153
2021,3º,Demais bancos e financeiras,Banco/financeira,411939,"FINAMAX S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO", ,0,1,4,5,85526,1653,83930
2021,3º,Demais bancos e financeiras,Conglomerado, ,GENIAL (conglomerado), ,10,3,1,14,208540,208535,44
2021,3º,Demais bancos e financeiras,Conglomerado, ,GM (conglomerado), ,1,10,9,20,274480,483,274083
2021,3º,Demais bancos e financeiras,Conglomerado, ,GRUPO BONSUCESSO - BS2 (conglomerado),"95,86",86,136,55,277,897134,892175,16308
2021,3º,Demais bancos e financeiras,Conglomerado, ,GRUPO ZEMA (conglomerado), ,1,4,4,9,461496,577,460937
2021,3º,Demais bancos e financeiras,Conglomerado, ,HERVAL - HS (conglomerado), ,10,1,3,14,219957,22813,202041
2021,3º,Demais bancos e financeiras,Conglomerado, ,HONDA (conglomerado), ,5,7,7,19,428225,106,428199
2021,3º,Demais bancos e financeiras,Banco/financeira,17453575,ICBC DO BRASIL BANCO MÚLTIPLO S.A., ,0,1,0,1,187,175,24
2021,3º,Demais bancos e financeiras,Conglomerado, ,INDUSTRIAL DO BRASIL (conglomerado), ,10,18,4,32,63911,4519,60187
2021,3º,Top 10 - Bancos e Financeiras,Conglomerado, ,INTER (conglomerado),"55,99",746,732,298,1776,13323223,13217210,1954815
2021,3º,Top 10 - Bancos e Financeiras,Conglomerado, ,ITAU (conglomerado),"15,05",1318,3194,2338,6850,87568455,68959837,50906457
2021,3º,Demais bancos e financeiras,Banco/financeira,4230630,"JBCRED S.A. SOCIEDADE DE CREDITO, FINANCIAMENTO E INVESTIMENTO", ,0,6,1,7,52001, ,52001
2021,3º,Demais bancos e financeiras,Banco/financeira,11271860,"LEBES FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO", ,1,2,0,3,249991,4,249987
2021,3º,Demais bancos e financeiras,Conglomerado, ,LECCA (conglomerado), ,3,4,2,9,27668,330,27340
2021,3º,Demais bancos e financeiras,Banco/financeira,7747410,M PAGAMENTOS S.A. - CRÉDITO FINANCIAMENTO E INVESTIMENTO, ,3,6,5,14,626141, ,626141
2021,3º,Demais bancos e financeiras,Conglomerado, ,MASTER (conglomerado),"2.055,01",223,77,17,317,108515,5657,103039
2021,3º,Demais bancos e financeiras,Conglomerado, ,MERCADO CRÉDITO (conglomerado), ,0,0,1,1,47984, ,47984
2021,3º,Demais bancos e financeiras,Conglomerado, ,MERCANTIL DO BRASIL (conglomerado),"122,14",467,228,106,801,3823232,3235072,1856560
2021,3º,Demais bancos e financeiras,Conglomerado, ,MERCEDES-BENZ (conglomerado), ,0,1,1,2,20203,341,19944
2021,3º,Demais bancos e financeiras,Banco/financeira,9464032,"MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO", ,22,102,52,176,10572319,286354,10523154
2021,3º,Demais bancos e financeiras,Conglomerado, ,MODAL (conglomerado), ,21,31,8,60,1304283,1304119,33167
2021,3º,Demais bancos e financeiras,Banco/financeira,4379829,"NEGRESCO S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTOS", ,0,1,0,1,434448,677,433771
2021,3º,Demais bancos e financeiras,Banco/financeira,74828799,NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO, ,5,29,0,34,99651,3135,96953
2021,3º,Top 10 - Bancos e Financeiras,Conglomerado, ,NUBANK (conglomerado),"0,13",3,18,17,38,22267718,20581767,3601628
2021,3º,Demais bancos e financeiras,Conglomerado, ,OMNI (conglomerado), ,17,60,67,144,5281196,165744,5129818
2021,3º,Demais bancos e financeiras,Conglomerado, ,ORIGINAL (conglomerado),"47,03",265,369,212,846,5634279,4365122,2051035
2021,3º,Demais bancos e financeiras,Conglomerado, ,PAGBANK-PAGSEGURO (conglomerado), ,5,4,2,11,3342281,3335727,7063
2021,3º,Demais bancos e financeiras,Conglomerado, ,PARANÁ BANCO (conglomerado),"193,45",94,412,20,526,485895,10034,476123
2021,3º,Demais bancos e financeiras,Banco/financeira,3311443,"PARATI - CREDITO, FINANCIAMENTO E INVESTIMENTO S.A.","14.015,05",54,21,1,76,3853, ,3853
2021,3º,Demais bancos e financeiras,Banco/financeira,43180355,"PEFISA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO","12,79",87,59,22,168,6798337,6588214,2507474
2021,3º,Demais bancos e financeiras,Conglomerado, ,PINE (conglomerado), ,3,3,0,6,12869,10925,2618
2021,3º,Demais bancos e financeiras,Conglomerado, ,PORTO SEGURO (conglomerado),"18,21",55,69,62,186,3019992, ,3019992
2021,3º,Demais bancos e financeiras,Banco/financeira,1800019,"PORTOCRED S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO", ,19,32,17,68,225158,1,225157
2021,3º,Demais bancos e financeiras,Banco/financeira,27351731,"REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.", ,10,39,21,70,4873514,51,4873489
2021,3º,Demais bancos e financeiras,Conglomerado, ,RENDIMENTO (conglomerado), ,1,10,1,12,26068,22168,6473
2021,3º,Demais bancos e financeiras,Conglomerado, ,RODOBENS (conglomerado), ,1,1,1,3,14845,1609,13625
2021,3º,Demais bancos e financeiras,Conglomerado, ,SAFRA (conglomerado),"103,36",442,932,408,1782,4276210,1938760,2638051
2021,3º,Demais bancos e financeiras,Banco/financeira,5503849,"SANTANA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO", ,0,1,0,1,29858,1259,28602
2021,3º,Top 10 - Bancos e Financeiras,Conglomerado, ,SANTANDER (conglomerado),"29,19",1558,3646,2031,7235,53358153,45593473,25859687
2021,3º,Demais bancos e financeiras,Banco/financeira,122327,"SANTINVEST S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTOS", ,1,4,0,5,14007,592,13415
2021,3º,Demais bancos e financeiras,Conglomerado, ,SICREDI (conglomerado), ,0,0,2,2,6101332,6080485,187051
2021,3º,Demais bancos e financeiras,Conglomerado, ,SIMPALA (conglomerado), ,1,0,1,2,2883,25,2858
2021,3º,Demais bancos e financeiras,Conglomerado, ,SOCIETE GENERALE (conglomerado), ,0,1,0,1,534,418,159
2021,3º,Demais bancos e financeiras,Banco/financeira,3881423,"SOCINAL S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO", ,1,3,7,11,2088,460,1628
2021,3º,Demais bancos e financeiras,Conglomerado, ,SOFISA (conglomerado),"90,68",37,21,19,77,407986,398001,17484
2021,3º,Demais bancos e financeiras,Conglomerado, ,SOROCRED (conglomerado), ,14,28,10,52,248801,1076,247735
2021,3º,Demais bancos e financeiras,Banco/financeira,41498340,"TENTOS S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO", ,1,0,0,1,129, ,129
2021,3º,Demais bancos e financeiras,Banco/financeira,9473806,"TODESCREDI S/A - CRÉDITO, FINANCIAMENTO E INVESTIMENTO", ,0,0,1,1,37627,11,37616
2021,3º,Demais bancos e financeiras,Banco/financeira,5192316,"VIA CERTA FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTOS", ,2,3,1,6,405846,1385,404867
2021,3º,Demais bancos e financeiras,Conglomerado, ,VOITER (conglomerado), ,1,2,2,5,5059,4490,841
2021,3º,Demais bancos e financeiras,Conglomerado, ,VOLKSWAGEN (conglomerado), ,21,29,44,94,358084,945,357307
2021,3º,Demais bancos e financeiras,Conglomerado, ,VOLVO (conglomerado), ,0,1,0,1,7212,49,7204
2021,3º,Top 10 - Bancos e Financeiras,Conglomerado, ,VOTORANTIM (conglomerado),"13,90",256,193,225,674,18414652,15132752,5084002
2021,3º,Demais bancos e financeiras,Conglomerado, ,WESTERN UNION (conglomerado), ,2,2,0,4,1,1, 
2021,3º,Demais bancos e financeiras,Banco/financeira,23862762,"WILL FINANCEIRA S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO","18,99",35,43,33,111,1842985,1842425,391779
2021,3º,Demais bancos e financeiras,Conglomerado, ,XP (conglomerado),"138,80",42,6,10,58,302591,302459,231155
2021,3º,Demais bancos e financeiras,Conglomerado, ,YAMAHA MOTOR (conglomerado), ,2,2,11,15,210964,88,210884
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Conglomerado, ,ABC-BRASIL (conglomerado), ,2,0,3,5,33095,31565,4248
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,13140088,ACESSO SOLUÇÕES DE PAGAMENTO S.A.,"20,87",42,28,5,75,2011869,2011869, 
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Conglomerado, ,AGIBANK (conglomerado),"195,92",309,334,76,719,1577152,1224075,996638
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,36321990,"AGORACRED S/A SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO", ,2,2,1,5,473823,130,473693
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,27214112,"AL5 S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO", ,2,5,5,12,23421,13123,14355
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Conglomerado, ,ALFA (conglomerado), ,16,54,12,82,422572,268328,155393
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Conglomerado, ,ANDBANK (conglomerado), ,0,2,2,4,4376,4376,37
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,19540550,ASAAS GESTÃO FINANCEIRA INSTITUIÇÃO DE PAGAMENTO S.A., ,0,3,1,4,249654,249654, 
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,3532415,BANCO ABN AMRO S.A., ,0,0,2,2,26,26,1
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,54403563,BANCO ARBI S.A., ,8,14,2,24,38372,30210,8698
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,33132044,BANCO CEDULA S.A., ,2,0,0,2,18016,2809,15432
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,2992446,BANCO CNH INDUSTRIAL CAPITAL S.A., ,0,1,0,1,28397,1230,27318
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,8357240,BANCO CSF S.A.,"13,88",102,99,60,261,7348002, ,7348002
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,4902979,BANCO DA AMAZONIA S.A., ,1,3,4,8,556710,480440,194083
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,10690848,BANCO DA CHINA BRASIL S.A., ,0,1,0,1,528,503,41
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,5040481,BANCO DE LAGE LANDEN BRASIL S.A., ,0,1,0,1,34810,3,34808
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,92874270,BANCO DIGIMAIS S.A.,"444,90",202,29,55,286,454034,302771,209881
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,27098060,BANCO DIGIO S.A.,"67,40",133,97,44,274,1973142,1349497,1500737
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,13009717,BANCO DO ESTADO DE SERGIPE S.A., ,29,30,19,78,1094338,827042,642079
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,4913711,BANCO DO ESTADO DO PARÁ S.A.,"33,51",31,21,21,73,924951,801524,412094
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,7237373,BANCO DO NORDESTE DO BRASIL S.A., ,5,34,26,65,8967632,8384030,3314376
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,58616418,BANCO FIBRA S.A., ,1,2,0,3,164195,4262,160535
2021,4º,"Demais Bancos, Financeiras e Instituições de Pagamento",Banco/financeira,31880826,BANCO GUANABARA S.A., ,1,0,0,1,2296,2240,378
